DATE,WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN,T.MIN.G
1/19/1970,16.8,0,1.3,0,10.6,0,3,-5.5
1/20/1970,10,0,0.6,0,12.2,0,6.5,-1
1/21/1970,13.3,0,0.5,0,12.7,0,7,8
1/22/1970,8.5,0,4.1,0,12.8,0,4.5,-1.8
1/23/1970,11.3,0,0.4,0,8.5,0,5.4,3.5
1/24/1970,11.1,0,2.6,0,9.8,0,2.5,-2.1
1/25/1970,2.3,0,0.3,0,12,0,2.8,-2.6
1/26/1970,7,0,0.1,0,8.6,0,2.5,-2.8
1/27/1970,5.2,0,0.2,0,7.5,1,-1.2,-8
1/28/1970,13.8,0,0,0,8,1,-1.5,-1
1/29/1970,10.8,0,1,0,7.1,0,5.7,4.5
1/30/1970,5.7,0,0,0,6.3,0,5.6,5
1/31/1970,17.5,0,1.5,0,10.4,0,5.1,2.6
2/1/1970,18.3,0,3,0,11.2,0,5,5
2/2/1970,14,0,3.4,0,8,0,5.5,2
2/3/1970,14.3,0,7.3,0,8.4,0,3,-0.9
2/4/1970,5.6,0,0,0,4.3,0,0.6,-4.9
2/5/1970,5.3,0,0,0,6.4,1,-2.3,-9
2/6/1970,7.2,0,0.6,0,5.7,1,-3.3,-11.2
2/7/1970,17.5,0,0,0,6.8,1,-2,NA
2/8/1970,15.5,0,3.2,0,6.5,0,2.6,-0.6
2/9/1970,17,0,2.6,0,4.5,0,1.2,-2
2/10/1970,10.8,0,0.1,0,6.2,0,0.8,-1.8
2/11/1970,6.5,0,0.2,0,5.4,1,-2.4,-7.8
2/12/1970,10.1,0,1.1,0,4,0,0.2,0.1
2/13/1970,8.8,0,1.6,0,3.8,1,-4,-6
2/14/1970,5.9,0,0.4,0,3.8,1,-2.2,-7.5
2/15/1970,5.4,0,0.2,0,2.8,1,-1.2,-6
2/16/1970,7.7,0,9.2,0,4,1,-0.7,-6
2/17/1970,15.8,1,0.8,0,5.7,0,0.5,-0.8
2/18/1970,13.5,0,2.8,0,8.5,0,0.9,-3
2/19/1970,16.5,0,3.5,0,11.6,0,2.6,1
2/20/1970,17,0,6,0,10.8,0,1.8,-1.5
2/21/1970,22,0,6.8,0,11.5,0,2.9,NA
2/22/1970,16.9,0,3.4,0,8.5,0,6.6,4.4
2/23/1970,15.3,0,0.1,0,8.9,0,2.4,0.2
2/24/1970,15.3,0,1.8,0,7.6,0,1.6,-3.4
2/25/1970,10.9,0,0,0,7.3,0,1,-1.5
2/26/1970,4.3,0,0,0,7.3,1,-0.4,-6.2
2/27/1970,7.7,0,1.3,0,5.9,1,-3.4,-10.4
2/28/1970,6.4,0,0,0,6.1,0,2.4,-1.5
3/1/1970,14.6,0,0.9,0,10.5,1,-1.4,-9.3
3/2/1970,10.6,0,0.2,0,5.8,0,3.4,0.3
3/3/1970,10.3,0,3.9,0,6.2,1,-2,-6.9
3/4/1970,13.6,0,0,0,5.5,1,-0.3,-1.2
3/5/1970,8.8,4,0,0,3.8,1,-1.9,-7
3/6/1970,8.5,4,0,0,7,1,-0.8,-7.8
3/7/1970,10.3,4,0,0,4.8,1,-1.8,-6.8
3/8/1970,11.2,0,1.3,0,6.8,0,1,-1.5
3/9/1970,7.3,0,0.9,0,6.6,0,1.4,-2.6
3/10/1970,10.1,0,7.4,0,6.2,1,-1,-6
3/11/1970,16.9,0,5.8,0,7.5,0,1,-0.1
3/12/1970,14.4,0,2.3,0,5.6,0,1.5,-0.2
3/13/1970,16.8,0,0,0,6,0,2.4,0
3/14/1970,7.3,0,0,0,8.4,0,2.1,-3.5
3/15/1970,8.3,0,0,0,10.2,0,3,-1
3/16/1970,14.9,0,0.5,0,11.5,0,4.7,1.1
3/17/1970,22,0,0.1,0,14,0,5,NA
3/18/1970,19.7,0,0.4,0,8.5,0,2,0.5
3/19/1970,12.3,0,0.3,0,10.5,0,1.5,-2.5
3/20/1970,15.3,0,0,0,14.6,0,5.4,NA
3/21/1970,7.4,0,6.8,0,9.3,0,7.4,4.6
3/22/1970,5.3,0,0.3,0,10.5,1,-1,-7.1
3/23/1970,11.3,0,1.3,0,8.8,0,4.4,-1.4
3/24/1970,8.2,4,0,0,6.8,0,2.8,-1.8
3/25/1970,4.3,0,0.2,0,9.8,1,-3,-9
3/26/1970,11.6,0,0.2,0,9.8,1,-0.4,-2.6
3/27/1970,11.9,0,0,0,7.5,1,-0.9,-6.7
3/28/1970,13.5,4,0,0,12.1,0,3.2,-0.6
3/29/1970,16.4,0,1.3,0,11.8,0,5.4,1.4
3/30/1970,19,0,2,0,10.7,0,5.5,2.1
3/31/1970,15.2,0,0.2,0,8.8,0,3.2,-0.6
4/1/1970,13.1,0,0.2,0,6.8,1,-2,-7
4/2/1970,10.8,0,0,0,9.7,1,-0.6,-7
4/3/1970,12,0,0,0,10.7,0,2.4,-3
4/4/1970,11.3,0,0.5,0,12.3,0,3.1,-2.2
4/5/1970,14.3,0,2.5,0,11,0,4.5,-1.2
4/6/1970,14.4,0,0,0,8.8,0,3.1,-0.6
4/7/1970,8,0,0.5,0,8.5,1,-0.5,-7.3
4/8/1970,7.5,0,0.5,0,8.2,0,0.1,-5.7
4/9/1970,8.9,0,0,0,8.9,0,0.4,-4.5
4/10/1970,6.3,0,8.6,0,8.4,0,1.4,-1.4
4/11/1970,4,0,11.7,0,6.9,0,2.2,1.5
4/12/1970,14.6,0,15.6,0,5.8,0,3.4,1.6
4/13/1970,5,4,0,0,10.4,1,-0.2,-4.4
4/14/1970,5.7,0,4,0,13.8,0,4,-0.2
4/15/1970,9.7,0,5,0,16.4,0,7.8,8.4
4/16/1970,13.2,0,0.1,0,15,0,11.4,10.1
4/17/1970,11.8,0,2,0,17.2,0,11.2,7.6
4/18/1970,11,0,3,0,14,0,6.8,3.6
4/19/1970,11.1,0,1.1,0,11.4,0,2,-1.8
4/20/1970,15.4,0,2.5,0,11.4,0,2.1,-1
4/21/1970,14.6,0,7.6,0,13.8,0,4,NA
4/22/1970,19.6,0,3.2,0,14.5,0,8,8.1
4/23/1970,16.2,4,0,0,12.4,0,8.5,7.6
4/24/1970,6.9,0,15.7,0,12.5,0,0.9,-4.4
4/25/1970,19.4,0,0.1,0,10.5,0,5,5.5
4/26/1970,12.1,0,0,0,10.8,0,2,-3.5
4/27/1970,7.3,0,0.5,0,10.2,0,0,-5.9
4/28/1970,13.8,0,1.6,0,11.1,0,2.9,-1.6
4/29/1970,9,0,1.1,0,13.2,0,3,-1.9
4/30/1970,8.3,0,0,0,16.3,0,6.5,7.4
5/1/1970,12.8,0,0,0,18,0,10.3,6.7
5/2/1970,16.7,0,0,0,19.8,0,10.4,10.4
5/3/1970,9.7,0,0,0,16.5,0,10.1,5.7
5/4/1970,9.3,4,0,0,15.4,0,10,2.5
5/5/1970,6.8,0,0,0,15.8,0,9.8,8
5/6/1970,3.4,0,8.1,0,12.2,0,9,6
5/7/1970,5.9,0,0.6,0,14.2,0,8.1,4.8
5/8/1970,7.9,4,0,0,17.5,0,9.5,6.2
5/9/1970,12.5,0,0,0,11.4,0,8.2,7.6
5/10/1970,10.2,0,0.7,0,12.8,0,9.2,8.8
5/11/1970,5.8,0,0,0,13.8,0,9,8.8
5/12/1970,7.3,0,0,0,17.5,0,8.4,2.5
5/13/1970,2.5,0,0,0,17.5,0,5.4,-1
5/14/1970,3.3,0,0,0,17,0,5.9,-0.9
5/15/1970,3.8,0,0,0,16.4,0,8.4,2.6
5/16/1970,7.2,0,0,0,15.4,0,8.1,1.5
5/17/1970,2.8,0,0,0,16.6,0,9.3,2.2
5/18/1970,8.5,0,0.5,0,18.8,0,12.4,6.6
5/19/1970,12,0,0,0,16,0,9.4,9
5/20/1970,15.8,0,0.6,0,18,0,8.7,4.8
5/21/1970,17.4,0,0.2,0,14.8,0,8.5,4.6
5/22/1970,8.9,0,0,0,17.1,0,7.9,3.7
5/23/1970,8.8,0,0,0,18.4,0,9.2,5.5
5/24/1970,10.1,0,2.2,0,17.9,0,10.9,6
5/25/1970,14.2,0,0,0,17.6,0,10,4.2
5/26/1970,13.4,0,0,0,19.5,0,10.6,6.1
5/27/1970,6.5,0,0,0,20,0,10.3,4.2
5/28/1970,5.3,0,0,0,15.6,0,10.5,7
5/29/1970,6,0,0,0,16.6,0,8.5,0
5/30/1970,10.6,0,0,0,16.6,0,9.4,6.2
5/31/1970,13.4,0,0,0,21,0,12,8
6/1/1970,4.1,0,0.5,0,17.2,0,11.4,10.4
6/2/1970,6.5,0,0,0,19.6,0,12.2,8.4
6/3/1970,6.8,0,0,0,23.6,0,11.9,6.3
6/4/1970,11.1,0,0,0,19.4,0,11.2,3.5
6/5/1970,8.3,0,0,0,18.5,0,10.4,3.5
6/6/1970,5.9,0,0,0,19,0,9.8,1.7
6/7/1970,5,0,0,0,21.5,0,10.4,5
6/8/1970,3.4,0,0,0,21.5,0,11.8,6.5
6/9/1970,1.5,0,0,0,23.5,0,11.5,10.5
6/10/1970,1.6,0,0,0,25.3,0,11.4,11.4
6/11/1970,2.4,0,0,0,22.5,0,13.6,9.9
6/12/1970,2.3,0,0,0,18.2,0,13.5,10.9
6/13/1970,3.1,0,0,0,20.9,0,13.1,11.5
6/14/1970,5.2,0,0,0,19.4,0,13,8.4
6/15/1970,1.8,0,0,0,22.4,0,8.6,4.5
6/16/1970,9.3,0,0,0,16.8,0,10.8,8
6/17/1970,12,0,1.3,0,18.6,0,12.2,10.4
6/18/1970,2,0,2.3,0,19.5,0,13.5,12.5
6/19/1970,2.4,0,0,0,21.2,0,13.8,13.2
6/20/1970,7.2,0,0,0,19.8,0,14,12
6/21/1970,15.4,0,1.1,0,18.4,0,13.2,NA
6/22/1970,8.9,0,1.6,0,20,0,11.4,9.6
6/23/1970,8.3,0,2.8,0,18,0,10.5,8
6/24/1970,14.5,0,0.4,0,19.2,0,13.4,13
6/25/1970,9.3,0,0,0,19.5,0,10.7,8
6/26/1970,7.8,0,2.2,0,18,0,13,9
6/27/1970,4.8,0,10.2,0,18.5,0,12,7.5
6/28/1970,13.7,0,1.5,0,17.2,0,12.5,11.2
6/29/1970,15.9,0,1.4,0,16.8,0,10,8
6/30/1970,7.9,0,2.2,0,16,0,9.8,5
7/1/1970,20,0,2.2,0,16.1,0,10.5,8.3
7/2/1970,18.3,0,0,0,16.7,0,10,7.4
7/3/1970,9.4,0,0.2,0,18.8,0,9.1,5
7/4/1970,12.1,0,0.3,0,19.5,0,13.8,13
7/5/1970,9,0,0,0,23,0,12.1,8.6
7/6/1970,7.1,0,0,0,22.6,0,15.4,13.7
7/7/1970,3.2,0,0,0,20.2,0,12.2,6.1
7/8/1970,6.3,0,5.4,0,22,0,14.9,9.4
7/9/1970,12.6,0,0.4,0,16.7,0,10.5,8.9
7/10/1970,10.8,0,3.8,0,18.3,0,9,5
7/11/1970,15.9,0,0,0,18,0,12,8
7/12/1970,17.5,0,0,0,24,0,13.4,11.9
7/13/1970,14.6,0,3.7,0,18.4,0,12.9,10
7/14/1970,12.9,0,0.3,0,16.4,0,9.4,8.8
7/15/1970,12.5,0,0,0,17,0,8.6,5
7/16/1970,7.4,0,0,0,20,0,8.7,4.1
7/17/1970,8.7,0,0,0,22.6,0,12.6,9.6
7/18/1970,11,0,2.5,0,21.8,0,13.9,12.5
7/19/1970,8.2,0,0,0,17.8,0,12.5,11.5
7/20/1970,9.3,0,0.5,0,15.5,0,7.6,4
7/21/1970,9.2,0,0,0,16.1,0,7.4,2.4
7/22/1970,5.8,0,5.5,0,19.6,0,5.8,-1
7/23/1970,4.6,0,11.1,0,23.2,0,12.3,11.6
7/24/1970,10.8,0,6,0,21.1,0,14.2,12.6
7/25/1970,10.3,0,7.1,0,19,0,9.7,6.5
7/26/1970,8.1,0,9.8,0,19,0,12.5,7.5
7/27/1970,7.8,0,0.3,0,21.2,0,14.5,14
7/28/1970,7.4,0,1,0,20,0,12,7.5
7/29/1970,7,0,0,0,18.2,0,10,5
7/30/1970,12.2,4,0,0,21.6,0,13,9.8
7/31/1970,4.7,0,0.1,0,19.8,0,16,14.8
8/1/1970,2.6,0,0,0,21,0,15.6,13.8
8/2/1970,2.6,0,0,0,21.6,0,15,14.2
8/3/1970,4.5,0,14.8,0,22.2,0,12.2,6.6
8/4/1970,2.3,0,0.1,0,21.5,0,14.8,12.6
8/5/1970,5.4,0,0.1,0,16.6,0,13.3,6.8
8/6/1970,3,0,0.7,0,16.6,0,14.8,11.4
8/7/1970,1.3,0,0,0,17,0,13,11
8/8/1970,4.5,0,0,0,16.6,0,12.8,11.1
8/9/1970,13.1,0,1.5,0,19.7,0,13,10.6
8/10/1970,8.3,0,0.2,0,19.8,0,14.7,14.5
8/11/1970,3.2,0,0,0,20,0,9.6,4.8
8/12/1970,5,0,3.3,0,22.7,0,15.4,13
8/13/1970,7.5,0,5.6,0,18.2,0,16.3,13.3
8/14/1970,8,0,0.8,0,17.2,0,10,5
8/15/1970,10.4,0,23.1,0,17.6,0,10.6,5.5
8/16/1970,20.8,0,0,0,16,0,10.4,9.7
8/17/1970,10.4,4,0,0,17.5,0,8.1,4.5
8/18/1970,1.2,4,0,0,14.8,0,9.2,5.2
8/19/1970,5.9,0,0,0,17.6,0,9.8,3.8
8/20/1970,13.5,0,1,0,18,0,11.5,8
8/21/1970,10.9,0,6.2,0,17.2,0,11.6,10.6
8/22/1970,6.3,4,0,0,17.6,0,13.4,12
8/23/1970,1.4,0,0,0,17,0,10,5.2
8/24/1970,1.8,0,0,0,20.2,0,9.8,3.9
8/25/1970,1.2,0,0,0,19.5,0,10.1,9
8/26/1970,0.4,0,0,0,15.8,0,9.6,10.6
8/27/1970,1.3,0,0,0,18.3,0,8.5,9.2
8/28/1970,1,0,0,0,18.9,0,9.6,7
8/29/1970,4.7,0,0,0,23.8,0,11.3,5.2
8/30/1970,9.4,0,0.7,0,20.2,0,12.9,7.6
8/31/1970,14,0,1.3,0,17.5,0,10.1,NA
9/1/1970,11.4,0,4,0,18.3,0,10.2,7
9/2/1970,11.3,0,1,0,20.4,0,13,11
9/3/1970,7.2,0,0,0,15.6,0,11.2,7.5
9/4/1970,12.9,0,0,0,19.1,0,12.6,10.2
9/5/1970,10.3,0,0.1,0,19.7,0,12.3,8
9/6/1970,5.2,0,0,0,21.2,0,12.3,8
9/7/1970,5.7,0,6.8,0,19.5,0,10.8,3
9/8/1970,11.6,0,1.4,0,16.6,0,13.2,11.4
9/9/1970,22.4,0,0.8,0,16.8,0,12.5,9.5
9/10/1970,15.7,0,1.3,0,14.8,0,10.6,9
9/11/1970,8.5,0,0.2,0,15.4,0,10.4,NA
9/12/1970,5.5,0,0.9,0,15,0,6.8,3.4
9/13/1970,5.6,0,2.2,0,15.4,0,5.2,1.2
9/14/1970,5,4,0,0,16.6,0,6,2.8
9/15/1970,6,0,6.1,0,15.1,0,7.2,4.3
9/16/1970,9.8,0,0.9,0,17.5,0,4.8,0.3
9/17/1970,19.1,0,5.6,0,19.2,0,10,11
9/18/1970,0.5,0,2.8,0,14.8,0,12.6,11
9/19/1970,4,0,0.2,0,18.4,0,7.8,4.8
9/20/1970,4.1,0,0,0,21.8,0,12.5,12.3
9/21/1970,3.2,0,0,0,17,0,10.8,5.6
9/22/1970,6.5,0,0.6,0,19.6,0,13.2,10.2
9/23/1970,4.5,0,0,0,19.4,0,13.7,9.5
9/24/1970,1.2,0,0,0,19.8,0,10,9.8
9/25/1970,4.5,0,10.5,0,18,0,10,5.3
9/26/1970,10.8,0,0.3,0,17.1,0,14.9,13
9/27/1970,3.1,0,1.1,0,17.6,0,9.6,4.1
9/28/1970,4.7,0,0.2,0,19,0,12,7.5
9/29/1970,13.2,0,2.3,0,17.4,0,9.8,7.3
9/30/1970,12.1,0,0.5,0,14.5,0,11.2,9
10/1/1970,17.3,4,0,0,16.6,0,11,9
10/2/1970,20.6,4,0,0,12.2,0,10.4,7.5
10/3/1970,11.8,0,0.6,0,15.1,0,8,4.8
10/4/1970,18.8,0,6.4,0,16.4,0,11.2,10.6
10/5/1970,14.9,0,0.5,0,13.8,0,9.4,7.3
10/6/1970,11.6,0,0,0,13,0,6.7,4
10/7/1970,8.3,0,0.4,0,13.4,0,5.4,2.5
10/8/1970,4.4,0,0.7,0,12.5,0,3,-1
10/9/1970,4.2,0,0,0,14.5,0,1.5,-3.2
10/10/1970,3.3,0,0,0,15.4,0,5.9,1.6
10/11/1970,3,0,3.3,0,15.2,0,8,0.4
10/12/1970,6.1,0,0,0,16.5,0,11.3,5.6
10/13/1970,8.1,0,0,0,18.6,0,12.5,8.1
10/14/1970,6.1,0,0,0,17.6,0,12.1,8.2
10/15/1970,6.1,0,0,0,15.2,0,8.1,3.9
10/16/1970,4.1,0,0,0,14.5,0,12.6,10
10/17/1970,5.9,0,0,0,15.6,0,8,2.5
10/18/1970,19.6,0,1,0,14.7,0,9.1,5.4
10/19/1970,18.6,0,0.7,0,11.5,0,7.9,4.7
10/20/1970,16.3,4,0,0,8.5,0,4.2,1
10/21/1970,11,4,0,0,9.1,0,4,-0.1
10/22/1970,6.9,0,0,0,11.2,0,6,2
10/23/1970,12.3,0,0,0,14,0,8,6.6
10/24/1970,15.9,0,0.9,0,15.4,0,10.2,11
10/25/1970,12.2,0,6.1,0,12.8,0,11.2,10.2
10/26/1970,8.5,0,6.2,0,12,0,6.4,2.5
10/27/1970,10.2,0,5.9,0,13.5,0,4.6,-2
10/28/1970,9.3,0,1,0,15.8,0,8.8,8
10/29/1970,13.2,0,0.6,0,16.5,0,9.2,8.8
10/30/1970,12.5,0,15.3,0,16.5,0,11.4,8
10/31/1970,16.3,0,0.4,0,18.9,0,10,9.2
11/1/1970,11.5,0,12,0,15.5,0,8.5,5.5
11/2/1970,13.3,0,0.5,0,14.5,0,8.5,8.1
11/3/1970,23.8,0,0.6,0,11.8,0,9.2,6.6
11/4/1970,12.9,0,0.2,0,12.5,0,7.4,4.7
11/5/1970,13.5,0,0.7,0,12,0,7.1,3.7
11/6/1970,7.3,0,28.3,0,9.5,0,5.4,1.9
11/7/1970,9.7,0,0,0,9.9,0,6.5,6.5
11/8/1970,14.4,0,2.5,0,11.7,0,1.8,-4.1
11/9/1970,15.8,0,2.3,0,11.4,0,8,5
11/10/1970,11,0,4.4,0,14,0,7.6,6.3
11/11/1970,11.9,0,0.7,0,9.6,0,8.5,6.8
11/12/1970,15.1,0,0.1,0,7.4,0,3,0
11/13/1970,8.8,0,0,0,6.6,0,2,-1
11/14/1970,8.3,0,0,0,6.5,1,-0.1,-6
11/15/1970,6,0,4.4,0,8,1,-1.1,-8.5
11/16/1970,10.8,0,0,0,8.8,1,-0.4,-2.1
11/17/1970,4.9,0,9.9,0,8.8,0,6,3
11/18/1970,9,0,9.8,0,8.2,1,-0.9,-6.5
11/19/1970,9.5,0,4,0,8.5,1,-0.9,0
11/20/1970,7.9,0,9.8,0,7.6,1,-1.5,-9
11/21/1970,10.2,4,0,0,6.6,0,2.5,-0.6
11/22/1970,5.8,0,13.6,0,9.5,0,1.6,-5
11/23/1970,12,0,6.8,0,14.6,0,5.5,0.3
11/24/1970,6.8,0,0.5,0,14.5,0,9.3,NA
11/25/1970,11.2,0,0.7,0,14.8,0,9.2,7.9
11/26/1970,7.2,0,4.1,0,11.4,0,10,4.5
11/27/1970,9.5,0,4.3,0,13.4,0,9.1,2.5
11/28/1970,10,0,0.1,0,12.9,0,10.9,8.5
11/29/1970,2.2,0,3.4,0,9.1,0,6.6,1.5
11/30/1970,7.8,4,0,0,8.4,0,5.5,2.4
12/1/1970,9.3,0,0,0,9.2,0,4.4,-0.8
12/2/1970,14.8,0,0.5,0,11.8,0,5,4
12/3/1970,7,0,5,0,12.2,0,8.2,6.4
12/4/1970,12.5,0,0.2,0,9.4,0,5.6,0
12/5/1970,13.8,0,3.5,0,9.4,0,5.8,2
12/6/1970,17.3,0,2.1,0,8.5,0,5.6,1.2
12/7/1970,7.5,0,0,0,8,0,5.1,0
12/8/1970,3.5,0,0,0,7,1,-1,-7.8
12/9/1970,1.8,0,0.1,0,7.5,1,-3.2,-10
12/10/1970,6.6,0,0,0,7.6,1,-3,NA
12/11/1970,9.2,0,0.4,0,10.4,0,6,4.5
12/12/1970,8.2,0,1.9,0,10.5,0,6.6,5.5
12/13/1970,6.8,0,0,0,7.8,0,3,-0.4
12/14/1970,2.4,0,0.7,0,9.6,1,-2.8,-10
12/15/1970,5,0,0,0,11.4,1,-2.6,-4.5
12/16/1970,11,0,0.2,0,12.2,1,-0.9,-7.1
12/17/1970,7.6,0,0.5,0,12.5,0,5.1,5
12/18/1970,9.8,0,0,0,13.1,0,7.5,5
12/19/1970,12.8,0,0.9,0,13.5,0,11.6,8.9
12/20/1970,6.1,4,0,0,7.5,0,0.1,-6.8
12/21/1970,5.8,0,0,0,5.5,0,1.2,-4.5
12/22/1970,6,4,0,0,6.4,0,0.1,-4.8
12/23/1970,10.1,0,1.1,0,7.7,1,-1.2,-8
12/24/1970,9.4,0,2.7,0,6.4,0,0.4,-0.5
12/25/1970,8.4,0,4.5,0,4.8,0,3.2,-0.9
12/26/1970,13.3,0,3.3,0,6.2,0,0.8,-7.2
12/27/1970,11.6,0,13,0,3.8,0,1.6,-2
12/28/1970,7.2,0,10.2,0,5.6,0,1.8,-0.5
12/29/1970,17.9,0,1.1,0,5.6,0,2,-0.8
12/30/1970,13.8,0,0,0,4.3,0,4,1.5
12/31/1970,4.8,0,0.5,0,2,1,-1.9,-8.5
1/1/1971,4.6,0,0,0,3,4,NA,-9
1/2/1971,5.8,0,0,0,4.5,4,NA,-0.6
1/3/1971,2.5,0,0,0,1.8,4,NA,-4
1/4/1971,7.1,0,0.5,0,5.8,4,NA,-11
1/5/1971,18,0,3.4,0,9.4,4,NA,2.6
1/6/1971,11.6,0,0.3,0,13.4,4,NA,0.1
1/7/1971,19.2,0,0,0,12.6,4,NA,10.1
1/8/1971,14.6,0,0.7,0,14.1,4,NA,2
1/9/1971,20.3,0,0.1,0,14,4,NA,8.4
1/10/1971,18,4,0,0,16.8,4,NA,8.1
1/11/1971,11,0,0,0,10.4,4,NA,1.5
1/12/1971,3.9,4,0,0,10.4,4,NA,-3.5
1/13/1971,6.9,0,0.2,0,9.4,4,NA,6
1/14/1971,4.2,0,0,0,9.8,4,NA,4.8
1/15/1971,2,0,1.1,0,8.4,4,NA,1
1/16/1971,4.3,0,0.3,0,10.5,4,NA,-3
1/17/1971,12.4,0,2.5,0,11.6,4,NA,-2.2
1/18/1971,14.5,0,0.4,0,11.8,4,NA,0.6
1/19/1971,16,0,1.1,0,8.5,4,NA,3
1/20/1971,12.6,0,18,0,8,4,NA,-3.2
1/21/1971,5.6,0,0.4,0,8.5,4,NA,-1.6
1/22/1971,10,0,0.3,0,10.5,4,NA,-3.5
1/23/1971,13,0,4.3,0,9,4,NA,-0.5
1/24/1971,21.2,0,0.4,0,10.2,4,NA,0.3
1/25/1971,11.7,0,0.5,0,10.2,4,NA,4.1
1/26/1971,6.1,0,0,0,8.3,4,NA,-6
1/27/1971,5.8,0,2.2,0,8.2,4,NA,-7
1/28/1971,8.4,0,0.1,0,4.7,4,NA,-0.5
1/29/1971,7.1,0,0,0,6.6,4,NA,-0.3
1/30/1971,7,0,0.1,0,3.2,4,NA,-12.3
1/31/1971,13.8,0,0,0,4.4,4,NA,-5
2/1/1971,8.2,0,0,0,4.8,1,-0.8,-5
2/2/1971,11.7,0,0.3,0,8.8,1,-4,-11
2/3/1971,10.9,4,0,0,9.6,1,-0.8,NA
2/4/1971,3.5,4,0,0,8.2,0,6.5,5.5
2/5/1971,5,0,0,0,8.6,0,7,5.2
2/6/1971,2.8,0,0,0,6.6,0,4.8,3.5
2/7/1971,7.1,0,0,0,7.5,0,5.4,4.6
2/8/1971,6.8,0,0,0,8.8,0,1.6,-4.4
2/9/1971,8.7,0,0,0,8.9,0,6.2,0.4
2/10/1971,5.7,0,0.4,0,9.4,0,6.1,1.2
2/11/1971,5,0,2.6,0,9,0,5.2,3.6
2/12/1971,21.7,0,5,0,11.1,0,5.4,3.6
2/13/1971,19.6,0,0.5,0,6.5,0,3,0.9
2/14/1971,18.5,0,1.1,0,7.5,0,1.9,-0.5
2/15/1971,9.5,0,4.9,0,4.1,0,0,-3.2
2/16/1971,12,0,0.7,0,7.8,1,-2.4,-10.8
2/17/1971,13.2,0,4.2,0,9.9,0,2,-3.6
2/18/1971,11.7,0,0,0,9.8,0,4.3,0.9
2/19/1971,5.9,0,1.8,0,11.4,0,2.1,-3.1
2/20/1971,17,0,0.7,0,11.6,0,4.5,2.1
2/21/1971,12.1,0,0.2,0,10.1,0,4.6,0.6
2/22/1971,6.3,4,0,0,10.8,1,-1,-8.2
2/23/1971,6.6,4,0,0,10,0,2.2,-5
2/24/1971,3.2,4,0,0,11.3,0,4.2,-1.5
2/25/1971,2.3,4,0,0,8.6,0,5.2,3.6
2/26/1971,2.5,0,5,0,10.4,0,3.2,-4.5
2/27/1971,2.6,0,2.9,0,8.8,0,6.5,5.4
2/28/1971,3,0,4.5,0,9,0,7,3.5
3/1/1971,6.7,0,4.7,0,9.2,0,7,5.5
3/2/1971,7.9,0,0,0,9.7,0,1.2,-4.5
3/3/1971,6.4,0,0,0,9.5,0,1.2,-2.8
3/4/1971,8.3,0,0,0,6.4,0,3,-0.5
3/5/1971,8.6,0,0.1,0,7,0,0.4,-3
3/6/1971,6.9,0,0,0,6.8,0,2,1
3/7/1971,3.4,0,0,0,7.7,0,1.5,-2.5
3/8/1971,2.3,0,0,0,8,0,1.3,-1.2
3/9/1971,6.7,0,0,0,11.2,0,3.4,4.1
3/10/1971,7,0,0.3,0,11.7,0,0,-4.2
3/11/1971,8.9,0,0,0,12,0,4.9,4.7
3/12/1971,13.3,0,0,0,12.5,0,6,4.1
3/13/1971,4.7,0,4.4,0,8.7,0,6,4
3/14/1971,3.3,0,0.1,0,9.1,0,1.4,0.4
3/15/1971,4.3,0,0.1,0,7.4,1,-1.3,-5.2
3/16/1971,8.2,0,0.2,0,8.5,1,-2.6,-7
3/17/1971,11.2,0,14.6,0,6.6,0,2.4,-0.4
3/18/1971,23.3,0,38,0,5.6,0,3.5,3.6
3/19/1971,24.3,0,4,0,4.8,0,3,2
3/20/1971,19.1,0,0.2,0,5.8,0,3,1.8
3/21/1971,12.1,0,0,0,8.2,0,0.6,-2
3/22/1971,6,0,0,0,8,0,1.9,-2
3/23/1971,12.2,0,0.4,0,11.5,0,4.5,2
3/24/1971,15.9,0,3,0,13,0,8,7
3/25/1971,14.8,0,1.4,0,11.1,0,3.8,1.5
3/26/1971,10.9,0,0,0,8.6,0,3.4,1
3/27/1971,5.8,0,0.1,0,10.6,0,1.3,-3
3/28/1971,10,0,0.5,0,13,0,5.6,NA
3/29/1971,3.2,0,0.4,0,10.8,0,7.5,6.9
3/30/1971,2,0,0.4,0,9.6,0,7,4
3/31/1971,3.4,0,0,0,10,0,6.3,4.5
4/1/1971,9.3,0,0.4,0,10.3,0,6,3.6
4/2/1971,14.8,0,0.7,0,8,0,6,4.5
4/3/1971,13,0,0,0,8.6,0,4,2
4/4/1971,8.3,0,0,0,8.2,0,3.9,0.6
4/5/1971,1.5,0,3.6,0,8.6,0,5.7,5
4/6/1971,1.4,4,0,0,10.5,0,3.4,-0.8
4/7/1971,2.9,4,0,0,10.1,0,2.6,-2
4/8/1971,6.6,0,0,0,10,0,1.6,-3
4/9/1971,5.2,4,0,0,11,0,5.4,0.6
4/10/1971,4.3,4,0,0,11,0,1.5,-3.5
4/11/1971,1.4,0,0,0,14,0,4,-4.5
4/12/1971,5.8,0,0,0,13.4,0,1.7,-2.4
4/13/1971,5.6,0,0,0,12.8,0,7.2,3
4/14/1971,2.1,0,0,0,12.7,0,7.3,-0.5
4/15/1971,2.3,0,0.5,0,15.5,0,8.1,3.2
